lead_id,created_at,source,city,area,property_type,budget_pkr_lac,bedrooms,first_response_minutes,calls_made,total_call_seconds,whatsapp_replies,site_visits,agent_experience_years,is_overseas,referred_by_existing_client,has_financing_approved,token_amount_received_pkr,crm_record_hash,converted
MGC-106450,2025-03-01 14:55:24,Property Portal,Rawalpindi,DHA,Plot,67.0,,7.0,2,1440.0,3,1,1.6,0,0,1,360000.0,1096903652,1
MGC-105964,2025-08-16 08:29:53,Facebook Ads,Islamabad,Top City,Plot,151.0,,11.0,3,67.0,1,0,8.1,0,0,0,0.0,8725896953,0
MGC-101075-B,2024-07-24 02:27:35,Google Search,Peshawar,B-17,Commercial Shop,309.0,,12.0,1,38.0,1,0,4.5,0,0,0,0.0,2168997864,0
MGC-101283,2025-04-29 15:13:57,Property Portal,Islamabad,Park View City,Plot,107.0,,132.0,1,196.0,1,0,2.5,0,0,0,0.0,4989432890,0
MGC-101497,2025-07-11 23:06:13,Facebook Ads,Multan,Bahria Town,Villa,198.0,4.0,15.0,0,0.0,2,1,6.6,0,0,0,0.0,7409196364,0
MGC-108213,2024-06-10 17:18:08,Referral,Lahore,Bani Gala,Penthouse,392.0,4.0,124.0,5,112.0,0,0,0.9,0,0,0,0.0,9714858865,0
MGC-105639,2025-09-01 06:51:37,Google Search,Faisalabad,Top City,Plot,71.0,,20.0,3,289.0,2,1,3.5,0,0,0,0.0,8199037282,0
MGC-100531,2024-02-22 10:33:56,Property Portal,Faisalabad,Bani Gala,Apartment,104.0,1.0,17.0,2,120.0,1,0,1.3,0,0,0,0.0,7868108680,0
MGC-104497,2025-01-01 06:30:19,Facebook Ads,Multan,GT Road Corridor,Farmhouse,808.0,2.0,12.0,3,803.0,0,0,,0,0,0,0.0,5192280050,0
MGC-105404,2024-10-19 20:12:02,Expo Stall,Islamabad,Gulberg Greens,Commercial Shop,118.0,,22.0,5,636.0,1,0,7.0,0,0,1,0.0,1644057816,0
MGC-102320,2025-03-16 16:52:21,Google Search,Faisalabad,Chakri Road,Villa,141.0,5.0,43.0,1,34.0,1,0,3.4,1,0,0,0.0,8587614137,0
MGC-108832,2025-05-04 00:52:22,Property Portal,Lahore,Bahria Town,Commercial Shop,184.0,,18.0,2,48.0,0,0,4.7,0,0,1,0.0,2128137462,0
MGC-102871,2025-05-25 08:32:49,Property Portal,Karachi,Top City,Apartment,126.0,1.0,47.0,0,0.0,0,0,0.9,0,0,0,0.0,6059980776,0
MGC-102819,2025-04-10 22:19:00,Property Portal,ISB,Chakri Road,Plot,67.0,,99.0,4,276.0,1,0,2.4,0,0,1,0.0,7720951658,0
MGC-102683,2025-01-23 18:03:41,Google Search,Islamabad,Bani Gala,Plot,56.0,,191.0,1,43.0,2,0,3.0,0,0,1,0.0,9107809040,0
MGC-108336,2024-05-02 03:40:18,WhatsApp Campaign,Lahore,Park View City,Apartment,96.0,1.0,8.0,2,52.0,0,1,5.7,0,0,0,0.0,6398820946,0
MGC-103244,2025-06-26 17:00:23,Property Portal,Karachi,Bahria Town,Penthouse,197.0,1.0,44.0,6,148.0,2,0,4.5,0,0,0,1187000.0,9603612670,1
MGC-101847,2024-01-06 04:57:03,Facebook Ads,Rawalpindi,Chakri Road,Villa,313.0,5.0,42.0,2,191.0,3,0,0.9,0,0,0,0.0,9238180582,0
MGC-104088,2024-10-04 00:34:01,Referral,Lahore,B-17,Plot,59.0,,5.0,2,43.0,2,0,5.4,0,0,1,0.0,7752048109,0
MGC-100636,2025-05-22 06:06:52,WhatsApp Campaign,Lahore,Blue World City,Plot,62.0,,147.0,3,119.0,3,0,2.5,0,1,0,0.0,7308364289,0
MGC-106760,2024-02-07 10:00:41,Facebook Ads,Multan,Top City,Apartment,109.0,2.0,17.0,0,0.0,3,0,3.5,0,0,0,0.0,5186335357,0
MGC-102729,2024-08-20 09:18:12,Facebook Ads,Rawalpindi,Bani Gala,Apartment,75.0,2.0,158.0,3,317.0,0,0,2.0,0,0,1,0.0,4738367428,0
MGC-103454,2024-06-27 06:34:22,Instagram,Rawalpindi,Bahria Town,Commercial Shop,97.0,,151.0,3,57.0,1,1,2.6,0,0,0,0.0,8293185175,0
MGC-101858,2025-07-16 14:53:23,Google Search,Faisalabad,Chakri Road,Plot,75.0,,20.0,2,139.0,0,0,1.4,1,0,0,0.0,3107613921,0
MGC-101037,2024-06-06 09:35:23,Walk-in,Islamabad,GT Road Corridor,Plot,140.0,,19.0,0,0.0,1,1,5.8,0,0,0,0.0,2106902452,0
MGC-108754,2025-05-12 11:28:19,Property Portal,Islamabad,Park View City,Plot,67.0,,67.0,3,148.0,1,0,5.2,0,0,0,0.0,4839152488,0
MGC-101410,2024-10-08 09:40:18,Facebook Ads,Peshawar,B-17,Apartment,99.0,4.0,13.0,0,0.0,1,0,3.9,0,1,0,0.0,6564615322,0
MGC-105496,2024-08-28 16:04:43,Property Portal,Islamabad,Gulberg Greens,Apartment,172.0,5.0,9.0,1,159.0,2,1,5.2,0,0,0,0.0,2813932773,0
MGC-103353,2024-09-24 15:10:13,Property Portal,Lahore,Top City,Apartment,94.0,2.0,75.0,2,54.0,2,0,2.3,0,0,0,0.0,8748325804,0
MGC-107165,2025-08-19 10:24:03,WhatsApp Campaign,Lahore,Bani Gala,Villa,305.0,2.0,30.0,1,189.0,2,0,1.5,0,0,0,0.0,5187885806,0
MGC-108898,2024-05-20 08:53:03,Google Search,Rawalpindi,Bani Gala,Penthouse,243.0,5.0,117.0,2,21.0,0,1,3.3,1,0,1,0.0,5331263774,0
MGC-103788-B,2025-10-01 04:18:14,Google Search,Lahore,Gulberg Greens,Apartment,76.0,2.0,16.0,4,122.0,4,0,3.7,0,0,0,0.0,8354016144,0
MGC-106947,2025-01-14 06:56:26,Instagram,Rawalpindi,DHA,Apartment,87.0,3.0,77.0,4,114.0,4,1,,0,0,0,0.0,2537756479,0
MGC-104334,2024-01-07 00:35:33,Billboard,Karachi,,Apartment,161.0,3.0,8.0,3,22.0,1,0,3.9,0,0,0,0.0,3906126158,0
MGC-104220,2025-07-20 18:11:22,Facebook Ads,Faisalabad,Chakri Road,Commercial Shop,130.0,,7.0,1,34.0,0,0,8.8,0,0,0,0.0,5514741044,0
MGC-100309-B,2025-02-06 04:57:28,Facebook Ads,Peshawar,,Plot,58.0,,9.0,1,11.0,1,2,4.4,0,0,0,0.0,4666861186,0
MGC-107946,2025-06-10 08:55:16,Google Search,Lahore,Top City,Commercial Shop,152.0,,,3,93.0,1,0,4.3,1,0,0,0.0,6609904037,0
MGC-105458,2025-09-26 14:14:32,Facebook Ads,Rawalpindi,GT Road Corridor,Commercial Shop,78.0,,5.0,2,164.0,0,0,1.1,0,0,0,0.0,2648795080,0
MGC-103066,2024-11-22 16:51:43,Expo Stall,ISLAMABAD,GT Road Corridor,Commercial Shop,58.0,,79.0,2,187.0,4,0,1.2,1,0,0,0.0,2486768815,0
MGC-101054,2024-02-18 23:03:54,Billboard,Islamabad,GT Road Corridor,Apartment,91.0,1.0,19.0,2,78.0,3,0,2.4,0,0,0,0.0,9307423522,0
MGC-101313,2024-10-13 08:16:46,Facebook Ads,Islamabad,GT Road Corridor,Apartment,269.0,2.0,43.0,3,138.0,2,0,3.7,0,0,0,0.0,7153895733,0
MGC-102990,2024-01-02 00:07:37,WhatsApp Campaign,Rawalpindi,Bahria Town,Farmhouse,563.0,4.0,75.0,2,38.0,1,0,5.6,0,0,0,0.0,3228706083,0
MGC-104907,2025-03-03 11:16:38,Google Search,Karachi,Top City,Plot,61.0,,16.0,2,108.0,1,1,5.5,0,0,0,0.0,2017898789,0
MGC-102400,2025-04-15 15:38:52,Google Search,Rawalpindi,Bahria Town,Plot,120.0,,31.0,2,26.0,2,2,2.4,0,0,0,0.0,8812715127,0
MGC-105337,2025-01-18 16:42:46,Facebook Ads,Islamabad,,Farmhouse,1005.0,2.0,501.0,2,64.0,0,1,1.1,1,0,0,0.0,6151268287,0
MGC-102821,2025-04-22 22:31:08,Referral,Faisalabad,Park View City,Plot,44.0,,16.0,3,156.0,0,0,3.2,1,0,0,0.0,4724007366,0
MGC-104008,2024-10-06 19:13:56,Instagram,Rawalpindi,Bahria Town,Plot,41.0,,27.0,4,475.0,0,0,7.7,0,0,0,0.0,6359701448,0
MGC-101071,2024-05-05 21:01:31,Google Search,Gujranwala,B-17,Plot,95.0,,10.0,5,589.0,1,0,2.3,0,0,0,0.0,1370596872,0
MGC-108124,2024-12-29 17:17:19,Google Search,Rawalpindi,Chakri Road,Penthouse,1173.0,3.0,65.0,5,196.0,2,1,6.6,0,0,0,0.0,5666055477,0
MGC-104102,2024-06-25 12:46:35,Walk-in,Lahore,Gulberg Greens,Apartment,95.0,1.0,24.0,3,56.0,2,0,1.5,0,0,0,929000.0,8725289234,1
MGC-108786,2025-01-25 14:44:29,Facebook Ads,Islamabad,Top City,Apartment,90.0,2.0,68.0,3,68.0,1,0,3.4,0,0,0,0.0,8919706999,0
MGC-104616,2025-09-10 00:32:04,Facebook Ads,Islamabad,B-17,Commercial Shop,217.0,,106.0,2,36.0,2,0,2.9,0,0,0,0.0,3201385070,0
MGC-100056,2025-06-11 21:33:27,Walk-in,Multan,Chakri Road,Villa,355.0,4.0,162.0,3,124.0,2,0,5.0,1,0,0,0.0,8060894254,0
MGC-106157,2025-06-19 00:08:40,Google Search,Rawalpindi,Park View City,Apartment,65.0,3.0,118.0,3,227.0,0,0,5.3,0,0,1,0.0,6420670623,0
MGC-103352,2024-04-07 01:36:36,Property Portal,Lahore,Bani Gala,Villa,121.0,4.0,7.0,1,107.0,2,1,4.8,0,0,0,0.0,2372002083,0
MGC-102263,2024-07-26 06:08:06,Walk-in,Rawalpindi,Bahria Town,Commercial Shop,108.0,,110.0,3,77.0,1,1,7.2,0,0,0,0.0,7627374205,0
MGC-101924,2024-07-30 16:26:29,Facebook Ads,Karachi,Chakri Road,Apartment,87.0,1.0,49.0,2,116.0,1,1,4.2,0,0,0,0.0,9280292417,0
MGC-107361,2025-02-19 14:46:39,Walk-in,Islamabad,,Plot,85.0,,5.0,3,358.0,2,2,1.9,1,0,0,802000.0,6214820504,1
MGC-108472,2024-09-16 22:40:26,Facebook Ads,Gujranwala,Chakri Road,Apartment,50.0,5.0,38.0,2,39.0,1,1,0.0,1,0,0,0.0,6826455402,0
MGC-105731,2024-12-24 01:09:45,Facebook Ads,Peshawar,Top City,Farmhouse,565.0,4.0,,4,174.0,0,1,3.2,0,0,0,0.0,3691925626,0
MGC-104321,2025-04-14 22:59:09,Property Portal,Karachi,B-17,Plot,55.0,,99.0,2,153.0,2,0,0.9,0,0,0,0.0,5862000351,0
MGC-108720,2024-01-23 17:15:24,Facebook Ads,Rawalpindi,GT Road Corridor,Commercial Shop,101.0,,87.0,5,179.0,1,0,1.9,0,0,0,0.0,4844565752,0
MGC-106358,2024-09-09 09:22:41,Property Portal,Lahore,,Apartment,88.0,5.0,52.0,2,100.0,2,0,2.3,0,0,1,0.0,8308331911,0
MGC-106550-B,2024-11-01 19:14:49,Referral,Rawalpindi,Bahria Town,Plot,49.0,,103.0,6,390.0,2,1,2.5,0,0,0,0.0,1232740624,0
MGC-103793,2025-03-15 04:03:02,WhatsApp Campaign,Rawalpindi,DHA,Farmhouse,454.0,1.0,48.0,3,116.0,2,2,3.5,1,0,1,0.0,3872516266,0
MGC-108270,2024-05-08 04:40:45,Facebook Ads,Rawalpindi,Gulberg Greens,Apartment,87.0,1.0,6.0,1,60.0,1,0,4.4,0,0,0,0.0,9621676854,0
MGC-102970,2025-02-04 03:29:07,WhatsApp Campaign,Lahore,,Penthouse,,2.0,29.0,3,812.0,1,1,2.6,0,0,0,0.0,4932674220,0
MGC-108167,2025-07-18 21:02:20,Property Portal,Rawalpindi,Bahria Town,Apartment,63.0,3.0,53.0,1,67.0,2,0,1.8,0,0,0,0.0,7041741786,0
MGC-104685,2025-04-02 14:12:30,Property Portal,Multan,Park View City,Apartment,44.0,5.0,16.0,2,148.0,4,0,4.7,1,0,0,0.0,8820595921,0
MGC-108139,2024-12-15 01:46:24,Facebook Ads,Islamabad,DHA,Plot,49.0,,76.0,1,123.0,0,0,3.0,0,0,0,0.0,9102024223,0
MGC-105062,2024-07-12 20:18:23,Google Search,Islamabad,B-17,Plot,98.0,,13.0,2,246.0,1,0,4.3,0,0,0,0.0,4907649658,0
MGC-101185,2025-09-01 07:13:46,Walk-in,Islamabad,B-17,Plot,,,3.0,2,281.0,0,0,4.4,0,0,0,0.0,2150301358,0
MGC-105223,2024-10-24 09:20:23,Google Search,Faisalabad,,Villa,365.0,3.0,10.0,1,40.0,3,1,6.1,0,0,0,0.0,4466183775,0
MGC-101868,2024-03-16 22:44:13,Facebook Ads,Gujranwala,Park View City,Apartment,60.0,4.0,290.0,4,238.0,2,0,0.8,0,1,1,0.0,4613817416,0
MGC-104045,2025-03-07 16:36:25,WhatsApp Campaign,Peshawar,Chakri Road,Villa,201.0,5.0,19.0,2,233.0,2,0,2.4,1,0,0,0.0,4516504027,0
MGC-108468,2024-09-17 16:56:42,Instagram,Lahore,Gulberg Greens,Penthouse,299.0,1.0,40.0,3,229.0,2,0,3.7,1,0,0,0.0,4061689497,0
MGC-103374,2024-07-11 14:00:48,Instagram,Lahore,Park View City,Apartment,111.0,5.0,120.0,1,10.0,2,0,1.6,0,0,0,0.0,8827190815,0
MGC-103390,2024-11-27 17:06:35,Walk-in,Multan,Blue World City,Apartment,84.0,4.0,7.0,1,38.0,0,1,3.1,1,0,1,989000.0,6915631988,1
MGC-105380,2025-08-20 04:54:48,Facebook Ads,Islamabad,Top City,Apartment,60.0,1.0,28.0,2,28.0,3,0,7.4,0,0,0,0.0,6963711218,0
MGC-104533,2024-08-03 15:51:43,Referral,Peshawar,Bani Gala,Plot,69.0,,64.0,0,0.0,1,1,5.3,1,0,1,0.0,2578620659,0
MGC-100358,2025-06-22 04:08:28,Property Portal,Abbottabad,GT Road Corridor,Plot,58.0,,152.0,1,61.0,0,0,4.7,0,0,0,0.0,4006074375,0
MGC-103292,2025-10-01 15:50:03,Google Search,Rawalpindi,Top City,Apartment,32.0,5.0,3.0,4,446.0,2,0,6.8,0,0,0,0.0,8448566368,0
MGC-107812,2025-06-28 19:08:42,Facebook Ads,ISB,Chakri Road,Villa,152.0,4.0,45.0,0,0.0,2,3,5.5,0,0,0,0.0,2369084977,0
MGC-104537,2025-03-15 03:52:40,Instagram,Rawalpindi,Park View City,Apartment,71.0,3.0,24.0,0,0.0,1,0,3.6,0,0,0,0.0,2844100684,0
MGC-103930,2024-12-25 07:08:26,WhatsApp Campaign,Rawalpindi,Chakri Road,Penthouse,421.0,1.0,41.0,2,261.0,2,1,2.6,0,0,1,0.0,3348017914,0
MGC-100672,2025-06-25 22:13:48,Referral,Lahore,,Commercial Shop,156.0,,5.0,2,46.0,2,0,1.3,0,0,0,0.0,9336681005,0
MGC-107067,2024-06-22 18:20:25,Instagram,Rawalpindi,DHA,Penthouse,379.0,2.0,46.0,3,103.0,0,0,2.1,1,0,0,0.0,2664623030,0
MGC-103774,2025-03-14 02:44:31,Property Portal,Rawalpindi,B-17,Apartment,94.0,5.0,131.0,3,116.0,2,1,5.3,0,0,0,0.0,7722865683,0
MGC-104775,2025-05-11 00:26:30,Instagram,Gujranwala,Bani Gala,Villa,162.0,1.0,18.0,2,637.0,3,1,1.7,0,0,0,0.0,5956210679,0
MGC-105781,2024-07-06 11:15:37,Property Portal,Islamabad,Park View City,Villa,238.0,1.0,170.0,2,39.0,1,0,1.4,0,0,0,0.0,8817148954,0
MGC-106725,2025-07-12 04:23:53,Billboard,ISLAMABAD,Bani Gala,Apartment,155.0,1.0,68.0,1,183.0,0,1,0.6,0,0,0,0.0,3785722406,0
MGC-103884,2024-06-11 03:44:53,Facebook Ads,Gujranwala,Blue World City,Plot,96.0,,22.0,2,43.0,4,0,5.6,1,1,0,0.0,4087923098,0
MGC-101743,2024-02-15 23:04:31,WhatsApp Campaign,Islamabad,DHA,Apartment,33.0,4.0,67.0,4,256.0,1,0,,0,0,0,0.0,3041133284,0
MGC-102184,2024-04-22 12:00:43,WhatsApp Campaign,Peshawar,Gulberg Greens,Apartment,125.0,4.0,5.0,1,186.0,1,1,0.4,0,0,0,0.0,1401303518,0
MGC-100292,2024-03-02 11:29:52,Facebook Ads,Lahore,Top City,Apartment,102.0,4.0,28.0,1,8.0,3,0,2.3,1,0,0,0.0,1671675399,0
MGC-100085,2024-11-22 14:47:25,Google Search,Islamabad,Bahria Town,Plot,83.0,,506.0,4,143.0,2,0,7.7,0,0,0,0.0,1188569777,0
MGC-108487,2024-02-12 17:28:10,Billboard,Abbottabad,Bahria Town,Apartment,120.0,2.0,23.0,4,659.0,1,0,2.5,0,0,0,0.0,8719970577,0
MGC-105054,2025-02-01 09:00:07,Billboard,Rawalpindi,B-17,Apartment,59.0,2.0,4.0,7,580.0,3,1,1.0,1,0,1,0.0,8655135814,0
MGC-100943,2024-09-06 23:50:08,Walk-in,Islamabad,Gulberg Greens,Plot,67.0,,2.0,1,98.0,2,1,6.2,0,0,0,0.0,1925840926,0
MGC-100130,2024-08-17 01:05:14,Google Search,Islamabad,,Plot,70.0,,22.0,4,108.0,1,0,2.8,0,0,0,0.0,2685756036,0
MGC-104386,2024-06-27 14:42:52,Google Search,Rawalpindi,Park View City,Plot,109.0,,45.0,3,58.0,0,0,1.5,1,0,0,0.0,2486764289,0
MGC-100155,2025-08-01 09:43:08,Facebook Ads,Rawalpindi,GT Road Corridor,Penthouse,529.0,4.0,2.0,1,25.0,3,0,2.9,0,0,0,0.0,5721334112,0
MGC-106938,2024-01-25 05:28:06,Referral,Islamabad,,Villa,443.0,3.0,190.0,4,111.0,0,1,3.3,0,0,0,0.0,5047290748,0
MGC-101523,2025-01-10 14:22:59,Property Portal,Rawalpindi,Bani Gala,Farmhouse,623.0,4.0,140.0,3,63.0,0,0,4.3,0,1,0,0.0,7529231257,0
MGC-107221,2025-02-02 20:45:42,Facebook Ads,Lahore,Bani Gala,Penthouse,566.0,4.0,4.0,6,485.0,0,0,5.8,0,0,0,0.0,3503091113,0
MGC-104000,2024-12-25 13:04:15,Instagram,Rawalpindi,Top City,Apartment,82.0,3.0,4.0,2,47.0,2,2,4.0,1,0,0,0.0,8220892538,0
MGC-106911,2025-05-31 02:23:46,Facebook Ads,ISB,B-17,Plot,,,2.0,2,61.0,3,1,7.9,0,0,0,574000.0,6499223997,1
MGC-108451,2025-07-02 08:06:05,Facebook Ads,Gujranwala,Gulberg Greens,Plot,84.0,,16.0,3,403.0,4,0,2.1,0,0,1,0.0,3293438015,0
MGC-106967,2025-01-21 03:20:57,Instagram,Multan,Bani Gala,Plot,66.0,,5.0,3,269.0,2,1,2.1,0,0,1,651000.0,9928887773,1
MGC-100217,2024-08-15 20:21:49,Walk-in,Islamabad,Chakri Road,Apartment,124.0,4.0,26.0,2,37.0,0,0,5.8,0,0,1,0.0,8668191907,0
MGC-100624,2025-09-12 15:39:35,Facebook Ads,Multan,GT Road Corridor,Plot,153.0,,2.0,3,184.0,4,1,2.0,0,0,0,0.0,9481678210,0
MGC-106479,2025-05-02 09:13:18,Facebook Ads,Lahore,DHA,Commercial Shop,204.0,,58.0,2,64.0,0,0,1.9,0,0,0,0.0,1122082564,0
MGC-102966,2024-05-12 02:16:12,Google Search,Rawalpindi,B-17,Farmhouse,587.0,4.0,15.0,3,145.0,0,0,5.1,0,0,1,0.0,2298890466,0
MGC-105003,2025-02-28 07:21:09,Facebook Ads,Lahore,DHA,Apartment,180.0,1.0,13.0,0,0.0,1,0,5.0,0,0,0,0.0,5737088835,0
MGC-102095,2025-06-03 03:59:42,Instagram,ISLAMABAD,B-17,Apartment,91.0,2.0,35.0,1,21.0,0,0,1.4,1,0,0,0.0,9506936635,0
MGC-102874,2025-01-01 21:02:14,Facebook Ads,Multan,Park View City,Apartment,75.0,2.0,32.0,3,206.0,2,0,0.1,0,0,0,0.0,2974565379,0
MGC-104501,2024-06-24 02:47:48,Instagram,Multan,GT Road Corridor,Apartment,106.0,3.0,57.0,3,102.0,1,0,6.8,0,0,0,0.0,7977926992,0
MGC-100260,2024-07-17 12:50:05,Google Search,Rawalpindi,Park View City,Villa,379.0,2.0,84.0,4,161.0,3,0,1.8,0,0,0,0.0,5340738693,0
MGC-107337,2024-10-08 03:00:53,Facebook Ads,Lahore,Blue World City,Apartment,48.0,2.0,47.0,1,24.0,0,0,2.1,0,0,0,0.0,9587016936,0
MGC-103724,2025-02-15 22:57:38,Google Search,Karachi,Blue World City,Villa,313.0,1.0,7.0,4,177.0,1,1,4.4,0,0,0,0.0,2205661089,0
MGC-107883,2025-07-19 15:27:41,Facebook Ads,Rawalpindi,Park View City,Commercial Shop,114.0,,26.0,3,119.0,4,0,2.7,0,0,0,0.0,5949555277,0
MGC-104431,2025-05-04 11:56:27,Google Search,Abbottabad,DHA,Villa,359.0,1.0,17.0,1,133.0,1,1,5.2,0,0,0,0.0,5152880288,0
MGC-106036-B,2024-08-27 05:12:32,Expo Stall,Islamabad,Blue World City,Apartment,66.0,2.0,7.0,3,1780.0,1,0,3.2,0,0,0,0.0,7506607837,0
MGC-103875,2024-06-09 13:31:18,Property Portal,Rawalpindi,Bani Gala,Villa,276.0,4.0,35.0,1,166.0,1,0,0.3,0,0,1,0.0,2435061250,0
MGC-103715,2024-03-11 08:14:42,Google Search,Peshawar,Blue World City,Apartment,98.0,2.0,88.0,2,75.0,0,0,4.6,0,0,1,0.0,5915424081,0
MGC-108582,2024-09-27 01:00:13,Expo Stall,Islamabad,Top City,Apartment,102.0,2.0,3.0,2,179.0,0,1,0.6,0,0,0,0.0,9593387840,0
MGC-106027,2025-01-16 06:21:07,Facebook Ads,Peshawar,B-17,Apartment,180.0,5.0,6.0,2,77.0,2,1,0.6,0,0,0,0.0,6039281560,0
MGC-102223,2024-11-24 04:54:00,Facebook Ads,Abbottabad,DHA,Apartment,92.0,2.0,225.0,6,267.0,2,0,0.5,0,0,1,0.0,3956055437,0
MGC-105250,2025-02-25 21:38:31,Google Search,Lahore,DHA,Apartment,105.0,2.0,81.0,1,75.0,4,0,8.6,0,0,1,0.0,9284624125,0
MGC-105214,2025-04-04 09:32:58,Walk-in,Rawalpindi,Chakri Road,Plot,45.0,,39.0,4,129.0,2,0,1.8,0,0,1,0.0,6555161017,0
MGC-107267,2025-04-29 05:15:20,Facebook Ads,Rawalpindi,Bahria Town,Villa,494.0,1.0,6.0,0,0.0,3,0,3.1,0,0,0,0.0,8672726516,0
MGC-104608,2024-01-02 13:26:45,Instagram,Lahore,Gulberg Greens,Apartment,128.0,1.0,16.0,1,83.0,0,0,3.3,0,0,1,0.0,3780350633,0
MGC-100467,2025-07-25 23:37:29,Facebook Ads,Islamabad,Chakri Road,Plot,66.0,,16.0,1,58.0,4,1,,1,0,0,0.0,4233066492,0
MGC-104673,2024-07-11 23:46:07,Walk-in,Rawalpindi,GT Road Corridor,Apartment,83.0,1.0,377.0,3,385.0,1,0,6.7,0,0,0,0.0,4814502253,0
MGC-100476,2024-04-15 18:17:24,Walk-in,Rawalpindi,Top City,Plot,170.0,,103.0,2,45.0,4,0,3.0,0,0,0,0.0,2469455669,0
MGC-103665,2024-10-07 12:26:34,Facebook Ads,Karachi,Top City,Apartment,84.0,1.0,139.0,3,199.0,2,0,1.7,0,0,0,0.0,7968552468,0
MGC-105634,2025-02-27 04:40:12,Property Portal,Karachi,Gulberg Greens,Apartment,142.0,4.0,117.0,1,60.0,2,0,2.4,0,0,0,0.0,3580808410,0
MGC-105806,2025-04-14 05:11:56,Google Search,Islamabad,B-17,Villa,,4.0,14.0,2,190.0,0,0,3.4,0,1,0,0.0,3314747148,0
MGC-103870,2025-01-15 15:29:24,Facebook Ads,Karachi,Blue World City,Plot,152.0,,51.0,3,688.0,1,0,0.9,0,0,1,0.0,6939659266,0
MGC-100499,2024-08-29 07:27:50,Facebook Ads,Lahore,DHA,Plot,,,12.0,6,632.0,2,0,3.0,0,0,0,0.0,6624001285,0
MGC-105270,2025-01-23 19:38:54,Google Search,Islamabad,Bani Gala,Commercial Shop,69.0,,155.0,1,76.0,2,0,7.0,1,0,1,0.0,2389649882,0
MGC-100498,2024-12-01 13:49:16,Property Portal,Lahore,,Villa,750.0,3.0,81.0,1,72.0,2,0,3.6,0,0,0,0.0,5199343324,0
MGC-101275,2025-02-06 19:56:03,Facebook Ads,Rawalpindi,Bahria Town,Apartment,,2.0,169.0,3,412.0,0,0,0.6,0,0,1,0.0,1965885726,0
MGC-104182,2024-10-14 05:02:09,Google Search,Rawalpindi,GT Road Corridor,Plot,86.0,,82.0,1,58.0,2,0,7.2,0,0,1,0.0,2257602074,0
MGC-108516,2025-06-03 18:56:30,Facebook Ads,Islamabad,GT Road Corridor,Plot,146.0,,307.0,1,15.0,5,0,7.3,0,0,0,0.0,2372416064,0
MGC-105379,2024-11-28 05:03:09,Facebook Ads,ISLAMABAD,B-17,Apartment,120.0,2.0,26.0,2,154.0,1,0,5.5,0,0,0,0.0,4097497150,0
MGC-103821,2025-01-20 00:40:45,Property Portal,Rawalpindi,Bani Gala,Commercial Shop,89.0,,14.0,3,168.0,3,1,4.1,0,0,0,0.0,9042486680,0
MGC-105320-B,2025-07-06 06:33:50,Google Search,Rawalpindi,Blue World City,Commercial Shop,110.0,,83.0,4,188.0,0,0,2.9,0,0,0,0.0,4297864053,0
MGC-102971,2024-06-07 06:44:39,Google Search,Lahore,DHA,Commercial Shop,225.0,,27.0,4,222.0,0,0,2.9,0,0,0,0.0,9949489852,0
MGC-105317,2024-11-26 10:38:09,Google Search,Lahore,DHA,Plot,117.0,,36.0,6,442.0,2,0,2.8,0,0,1,0.0,6649157129,0
MGC-104910,2025-01-16 02:29:30,Facebook Ads,Rawalpindi,GT Road Corridor,Apartment,181.0,2.0,82.0,1,87.0,1,1,2.7,0,0,0,0.0,3156275935,0
MGC-103156,2024-12-25 01:59:56,Property Portal,RAWALPINDI,B-17,Plot,43.0,,17.0,2,40.0,1,1,5.1,1,0,0,0.0,6655952318,0
MGC-102373,2024-04-13 18:21:37,Facebook Ads,Islamabad,Bani Gala,Apartment,91.0,2.0,267.0,1,43.0,3,0,2.1,0,0,0,0.0,6968251381,0
MGC-100696,2025-02-26 08:02:26,Google Search,Islamabad,GT Road Corridor,Commercial Shop,162.0,,5.0,4,154.0,0,0,0.5,0,0,0,0.0,7739913641,0
MGC-106790,2025-08-25 06:00:54,Instagram,Abbottabad,GT Road Corridor,Plot,176.0,,21.0,4,70.0,2,1,2.0,0,0,0,0.0,3456016939,0
MGC-103421,2024-11-15 22:53:55,Walk-in,Karachi,B-17,Villa,655.0,2.0,4.0,1,24.0,4,0,8.4,0,0,0,0.0,9122249691,0
MGC-106567,2025-08-10 02:43:11,Walk-in,Faisalabad,Top City,Plot,87.0,,33.0,2,158.0,1,0,3.7,0,0,0,0.0,2881761250,0
MGC-103529,2024-02-18 09:36:03,Instagram,Rawalpindi,GT Road Corridor,Farmhouse,661.0,4.0,59.0,2,61.0,0,0,5.4,1,0,0,0.0,2071031148,0
MGC-105550,2025-09-16 05:27:53,Facebook Ads,Islamabad,Bani Gala,Apartment,119.0,2.0,5.0,4,223.0,2,0,4.1,0,0,0,0.0,2445274928,0
MGC-105839,2024-11-16 05:31:23,Facebook Ads,ISB,Park View City,Penthouse,722.0,3.0,6.0,2,236.0,2,0,2.9,0,0,0,0.0,6959895403,0
MGC-105881,2024-09-21 10:25:46,Facebook Ads,Faisalabad,,Plot,110.0,,10.0,3,91.0,1,0,4.9,0,0,0,0.0,9043142610,0
MGC-105271,2024-01-13 06:14:33,Facebook Ads,Faisalabad,Park View City,Plot,74.0,,91.0,1,24.0,1,0,2.9,0,0,0,0.0,4979785096,0
